::ffff:127.0.0.1 - - [12/Apr/2023:06:40:52 +0000] "GET /main.cgi HTTP/1.0" 404 147 "-" "curl/7.54.0"
::1 - - [12/Apr/2023:06:40:52 +0000] "GET /localstart.aspx HTTP/1.0" 404 154 "-" "curl/7.54.0"
::ffff:127.0.0.1 - - [12/Apr/2023:06:40:52 +0000] "GET /index.jsa HTTP/1.0" 404 148 "-" "curl/7.54.0"
::1 - - [12/Apr/2023:06:40:52 +0000] "GET /menu.pl HTTP/1.0" 404 146 "-" "curl/7.54.0"
::ffff:127.0.0.1 - - [12/Apr/2023:06:40:52 +0000] "GET /start.asp HTTP/1.0" 404 148 "-" "curl/7.54.0"
::1 - - [12/Apr/2023:06:40:52 +0000] "GET /default.asp HTTP/1.0" 404 150 "-" "curl/7.54.0"
::ffff:127.0.0.1 - - [12/Apr/2023:06:40:52 +0000] "GET /home.jhtml HTTP/1.0" 404 149 "-" "curl/7.54.0"
::1 - - [12/Apr/2023:06:40:52 +0000] "GET /menu.cfm HTTP/1.0" 404 147 "-" "curl/7.54.0"
::ffff:127.0.0.1 - - [12/Apr/2023:06:40:52 +0000] "GET /home.pl HTTP/1.0" 404 146 "-" "curl/7.54.0"
::ffff:127.0.0.1 - - [12/Apr/2023:06:53:55 +0000] "GET /dispatch.asp HTTP/1.0" 404 151 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
::1 - - [12/Apr/2023:07:02:29 +0000] "GET /.env HTTP/1.0" 404 143 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
::ffff:127.0.0.1 - - [12/Apr/2023:07:02:29 +0000] "POST / HTTP/1.0" 404 140 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
::1 - - [12/Apr/2023:07:23:03 +0000] "POST / HTTP/1.0" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:127.0.0.1 - - [12/Apr/2023:07:23:03 +0000] "GET /.env HTTP/1.0" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:127.0.0.1 - - [12/Apr/2023:07:32:10 +0000] "GET /dispatch.asp HTTP/1.0" 404 151 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
::1 - - [12/Apr/2023:07:46:39 +0000] "GET /boaform/admin/formLogin?username=admin&psd=admin HTTP/1.0" 404 162 "-" "-"
::ffff:127.0.0.1 - - [12/Apr/2023:07:52:52 +0000] "POST / HTTP/1.0" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::1 - - [12/Apr/2023:07:52:53 +0000] "GET /.env HTTP/1.0" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:127.0.0.1 - - [12/Apr/2023:08:24:21 +0000] "GET /.well-known/acme-challenge/F5ZUQ6L2RM7RV-X4DVNSWIE745UUPN-O HTTP/1.0" 404 198 "-" "Cpanel-HTTP-Client/1.0"
::1 - - [12/Apr/2023:08:55:00 +0000] "POST / HTTP/1.0" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:127.0.0.1 - - [12/Apr/2023:08:55:01 +0000] "GET /.env HTTP/1.0" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::1 - - [12/Apr/2023:09:07:45 +0000] "GET /dispatch.asp HTTP/1.0" 404 151 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
::ffff:127.0.0.1 - - [12/Apr/2023:09:36:00 +0000] "GET /.env HTTP/1.0" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::1 - - [12/Apr/2023:09:36:03 +0000] "POST / HTTP/1.0" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
